,商品名称,商品编号,商品毛重,商品产地,搭配主板,板型,处理器,店铺,M.2接口数量,RGB,适用CPU接口,质保期,是否支持PCIE4.0,INTEL芯片,Wi-Fi连接,SSD固态硬盘接口,适用场景,IDE接口,声道,DDR代数,内存插槽,内存标准,最大内存容量,PCI 插槽,PCI Express x16,PCI Express x1,接口,集成显卡,最大网络速度,平台类型,品牌,型号,板型大小,电源接口,适用游戏,AMD芯片,SATA,RAID支持,声卡特色,PCI Express x4,兼容系列,系统风扇插座,USB扩展接口,CPU风扇插座,RJ 45网络接口,USB,音频接口,HDMI接口,PS/2,游戏特色,货号,IEEE 1394扩展接口,LPT扩展接口,光纤接口,S/PDIF 同轴接口,ESATA,声卡类型,产品净重,产品尺寸（mm）,COM扩展接口,网卡类型,质保年限
263,AMD锐龙R33200GR53400G盒装搭微星B450CPU主板套装带核显微星B450MPRO-VDHMAX3000G盒装,10030162222499,2.0kg,,AMD其他,M-ATX（紧凑型）,其他,微星电脑硬件旗舰店,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20kg,200,,,
264,华硕（ASUS）ROGSTRIXB560-AWiFi,35009308891,1.89kg,中国大陆,,ATX（标准型）,,华硕电脑配件专卖店,2个,ARGB,INTELLGA1200,,支持PCIE4.0,B560,Wi-Fi6,SATA接口，M.2接口(NVMe协议)，M.2接口（SATA总线）,家用/办公，优选系列,无,7.1声道,DDR4,4xddr4内存插槽,DDR42133；DDR42400；DDR42666；DDR42800；DDR43600；DDR43800；DDR44000及以上；DDR43000；DDR43200,128GB,0个,2个,3个,INTELLGA1200,非集成显卡,10M/100M/1000M,Intel平台,华硕ASUS,ROGSTRIXB560-AWiFi,30.5cmx24.4cm,24+8,,,,,,,,,,,,,,,,,,,,,,,,,,,,3年质保
265,英特尔i711700K11700F盒装搭微星B560m迫击炮Z590CPU主板套装Z590GAMINGPLUS电竞版i711700K8核16线程(带核显可超频),10025996774923,2.2kg,,Z590,M-ATX（紧凑型）,Inteli7,蜀刀电脑DIY旗舰店,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2kg,200,,,
266,Intel/英特尔I510400F/10500/10600KF盒装搭微星B460CPU主板套装B460MPRO-VDHWIFII510400F,72339801027,2.0kg,,B460,M-ATX（紧凑型）,Inteli5,微星电脑硬件旗舰店,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2kg,200,,,
267,铭瑄MS-iCraftB560M,100013104637,1.98kg,中国大陆,,M-ATX（紧凑型）,,,2个,RGB,INTELLGA1200,,支持PCIE4.0,B560,不支持,SATA接口，M.2接口(NVMe协议),,无,7.1声道,DDR4,4xddr4内存插槽,DDR43200；DDR43000；DDR42133；DDR42200；DDR42400；DDR42666；DDR42800,128GB,3个,1个,1个,INTELLGA1200,非集成显卡,2500M,Intel平台,铭瑄（Maxsun）,MS-iCraftB560M,24.5*24.5CM,24+8,,,,,,1个,,,,,,,,,,,,,,,,,ALC887/897,,,,,3年质保
268,铭瑄MS-iCraftZ590WIFI,100011619441,2.4kg,中国大陆,,ATX（标准型）,,,4个,ARGB,INTELLGA1200,,支持PCIE4.0,Z590,Wi-Fi6,SATA接口，M.2接口(NVMe协议)，M.2接口（SATA总线）,发烧/超频,无,7.1声道,DDR4,4xddr4内存插槽,DDR42133；DDR42200；DDR43000；DDR43200；DDR43400；DDR42400；DDR43600；DDR42666；DDR42800；DDR43800；DDR44000及以上,128GB,5个,1个,3个,INTELLGA1200,非集成显卡,其他,Intel平台,铭瑄（Maxsun）,MS-iCraftZ590M,305*245,24+8,英雄联盟，魔兽世界，吃鸡游戏，GTA5,,,,,1个,,4组,6组,,1个,,3x3.5mm接口,1个,1xPS/2键盘接口,,,,,1x光纤接口,,,,,,,,3年质保
269,华硕（ASUS）STRIXZ590-EGAMING,68980541271,2.214kg,,,ATX（标准型）,,华硕电脑配件专卖店,2个,RGB,INTELLGA1200,,不支持PCIE4.0,Z590,Wi-Fi6,M.2接口(NVMe协议),发烧/超频，家用/办公，优选系列,无,其他,DDR4,4xddr4内存插槽,DDR42666；DDR42800；DDR43200；DDR43400；DDR43600；DDR43800；DDR44000及以上,128GB,0个,3个,3个,INTELLGA1200,非集成显卡,10M/100M/1000M,Intel平台,华硕ASUS,Z590-E,,24+12,,,,,,,第十代英特尔,,,,,,,,,玩家国度ROG,,,,,,,,,,,,3年质保
270,映泰B450GT,100006897885,1.12kg,中国大陆,,M-ATX（紧凑型）,,,2个,ARGB,AMDAM4,,不支持PCIE4.0,,不支持WiFi,M.2接口(NVMe协议),发烧/超频,无,7.1声道,DDR4,4xddr4内存插槽,DDR42400；DDR42666；DDR43000；DDR43200,128GB,0个,2个,1个,AMDAM4,非集成显卡,10M/100M/1000M,AMD平台,映泰BIOSTAR,B450GT,24.4cmx24.4cm(WxL),24+8,吃鸡游戏，仙剑情缘，求生之路2，堡垒之夜,B450,4xSATA6Gb/s,"4xSATAIIIConnectors(6Gb/s)：SupportsAHCI&RAID0,1,10",智能HiFi音效,,支持SocketAM4系列处理器,2组,2组,1个CPU1个水冷风扇,1个,6个,3x3.5mm接口,1个,1xPS/2键盘接口,其他,,,,,,,其他,,,,其他,3年质保
271,英特尔10400F/10600KF/10700F盒装CPU搭配B460/B560华硕板U套装华硕TUFB560M-PLUSWIFI10400,71003223456,2.0kg,中国大陆,B460,M-ATX（紧凑型）,Inteli5,京天DIY电脑旗舰店,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2kg,200x200x200,,,
272,微星（MSI）X470\/X570系列台式电脑AM4电竞游戏主板RGB灯效AMD大板X470GAMINGPLUSMAX,10030729658778,1.4kg,,,ATX（标准型）,,世纪丰数码专营店,1个,不是RGB,AMDTR4,,不支持PCIE4.0,,支持WIFI,SATA接口，M.2接口(NVMe协议),发烧/超频，家用/办公,无,7.1声道,DDR4,4xddr4内存插槽,DDR42400；DDR43400；DDR43600；DDR42666；DDR42800；DDR43800；DDR43000；DDR42133；DDR42200；DDR43200,其他,0个,1个,1个,AMDsTRX4,非集成显卡,其他,AMD平台,,X570,,其他,,,,,,2个,,,,,,,5x3.5mm接口,,,微星GAMING,,,,,,,,,,,,3年质保
273,微星（MSI）MPGX570GAMINGPROCARBONWIFI,55705511064,1.0kg,,,ATX（标准型）,,英强科技专营店,,,,,,,,M.2接口(NVMe协议),,无,7.1声道,DDR4,4xddr4内存插槽,,128GB,2个,2个,2个,,非集成显卡,10M/100M/1000M,AMD平台,微星MSI,MPGX570GAMINGPROCARBO,305mmx244mm,24+8,,X570,6个,RAID0、RAID1、RAID10,AudioBoost4（第四代电竞音效组件）,,支持第二代和第三代AMD锐龙处理器,,,,,,,,1xPS/2键盘接口,,,,,,,,RealtekALC1220-VB,,,,,3年质保
274,华硕华硕TUFGAMINGB560M-PLUSWIFI重炮手主板+英特尔(intel)i7-11700酷睿CPU处理器板U套装CPU主板套装,100010608607,2.0kg,中国大陆,B560,M-ATX（紧凑型）,Inteli7,,,,,,,,,,,,,,,,,,,,INTELLGA1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0kg,0,,,
275,华硕PRIMEZ590M-PLUS,100017892184,1.275kg,中国大陆,,M-ATX（紧凑型）,,,3个,ARGB,INTELLGA1200,,支持PCIE4.0,Z590,不支持WiFi,SATA接口，M.2接口(NVMe协议)，M.2接口（SATA总线）,发烧/超频，家用/办公，优选系列,无,7.1声道,DDR4,4xddr4内存插槽,DDR42133；DDR42200；DDR42400；DDR42666；DDR42800；DDR43000；DDR43200；DDR43400；DDR43600；DDR43800；DDR44000及以上,128GB,0个,2个,2个,INTELLGA1200,非集成显卡,其他,Intel平台,华硕ASUS,PRIMEZ590M-PLUS,24.4cmx24.4cm,24+12,英雄联盟，守望先锋，吃鸡游戏，Apex英雄,,5个,,震撼音效,0个,,,,,,,,1个,,其他,,,,,,,其他,,,,其他,3年质保
276,技嘉B560MAORUSPROAX,100018161244,1.42kg,中国,,M-ATX（紧凑型）,,,2个,RGB,INTELLGA1200,,支持PCIE4.0,B560,Wi-Fi6,SATA接口，M.2接口(NVMe协议)，M.2接口（SATA总线）,发烧/超频，优选系列,无,其他,DDR4,4xddr4内存插槽,DDR43000,128GB,0个,1个,0个,INTELLGA1200,非集成显卡,10M/100M/1000M,Intel平台,技嘉GIGABYTE,B560MAORUSPROAX,,20+4,英雄联盟，魔兽世界，CS,,,,,0个,,,,,,,,,,技嘉AORUS,,,,,,,,,,,,3年质保
277,华硕PROWSWRX80E-SAGESEWIFI,100019986690,5.17kg,中国大陆,,E-ATX（加大型）,,,3个,不是RGB,AMD其他,,支持PCIE4.0,,WiFi6,SATA接口，M.2接口(NVMe协议)，M.2接口（SATA总线）,工作站/服务器,无,其他,DDR4,8xddr4内存插槽,DDR43200；DDR43000；DDR42800；DDR42666；DDR42400；DDR42200；DDR42133,其他,0个,7个,0个,AMD其他,非集成显卡,其他,AMD平台,华硕ASUS,PROWSWRX80E-SAGESEWIFI,30.98cmx33.02cm,24+16,,其他,8个,,,0个,,,,,,,,,,,,,,,,,其他,,,,其他,3年质保
278,华硕TUFGAMINGX570-PLUS(WI-FI),100003815417,1.505kg,中国大陆,,ATX（标准型）,,,2个,ARGB,AMDAM4,,支持PCIE4.0,,支持WIFI,SATA接口，M.2接口(NVMe协议)，M.2接口（SATA总线）,发烧/超频，家用/办公，优选系列,无,其他,DDR4,4xddr4内存插槽,DDR42133；DDR42666；DDR42800；DDR43000；DDR43200；DDR43400；DDR44000及以上,128GB,0个,2个,2个,AMDAM4,非集成显卡,10M/100M/1000M,AMD平台,,TUFGAMINGX570-PLUS(WI-FI),12.0英寸x9.6英寸(30.5厘米x24.4厘米),24+12,,X570,6个,RAID0、RAID1、RAID10,,,AMDAM4插槽第3代和第2代AMD锐龙/第2代和第1代AMD锐龙搭载RadeonVegaGraphics处理器,3组,3组,,1个,6个,5x3.5mm接口,1个,1xPS/2键鼠接口,华硕TUF,,,,,1个,,,,,,,3年质保
279,技嘉X570AORUSXTREME,100003889731,4.455kg,中国,,E-ATX（加大型）,,,2个,RGB,AMDAM4,,支持PCIE4.0,,Wi-Fi6,M.2接口(NVMe协议),发烧/超频,无,其他,DDR4,其它,DDR42133；DDR42400；DDR42666；DDR43200；DDR43400；DDR43600；DDR43800；DDR44000及以上,其他,0个,2个,1个,AMDAM4,非集成显卡,其他,AMD平台,技嘉GIGABYTE,X570AORUSXTREME,,其他,,X570,,,,,,,,,,,,,,技嘉AORUS,,,,,,,,,,,,3年质保
280,微星MSIZ490/B460/H510M/B560台式电脑主板支持10代intelCPU电竞2.5G网卡Z490GAMINGPLUS,69307157404,2.04kg,,,ATX（标准型）,,世纪丰数码专营店,1个,不是RGB,INTEL其他,,支持PCIE4.0,Z490,支持WIFI,M.2接口(NVMe协议),发烧/超频,无,7.1声道,DDR4,4xddr2内存插槽，4xddr3内存插槽,DDR42133；DDR42200；DDR42400；DDR42666；DDR42800；DDR43000；DDR43200；DDR43400；DDR43600；DDR43800；DDR44000及以上,128GB,0个,2个,2个,INTEL其他,非集成显卡,其他,Intel平台,微星MSI,MAGZ490TOMAHAWK,,24+12,英雄联盟，守望先锋，魔兽世界，Apex英雄,,,,,2个,第十代英特尔?酷睿?处理器,,,,,,,,无,微星GAMING,,,,,,,,,,,,3年质保
281,华硕玩家国度ROGCROSSHAIRVIIIDARKHEROCPU主板U套装C8DH主板+R95950X16核32线程3.4G,10027534929144,2.0kg,中国大陆,X570,ATX（标准型）,锐龙9,嘉锐电脑专营店,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2kg,20x30x15,,,
282,华硕（ASUS）ROGMAXIMUSXIIIHERO,10029752805907,3.339kg,,,ATX（标准型）,,华硕电脑配件专卖店,4个,ARGB,INTELLGA1200,,支持PCIE4.0,Z590,Wi-Fi6,SATA接口，M.2接口(NVMe协议)，M.2接口（SATA总线）,发烧/超频，家用/办公，优选系列,无,其他,DDR4,4xddr4内存插槽,DDR42133；DDR42200；DDR42400；DDR42666；DDR42800；DDR43000；DDR43200；DDR43400；DDR43600；DDR43800；DDR44000及以上,128GB,0个,3个,1个,INTELLGA1200,非集成显卡,10M/100M/1000M,Intel平台,华硕ASUS,ROGMAXIMUSXIIIHERO,30.5cmx24.4cm,24+16,英雄联盟，魔兽世界，吃鸡游戏,,,,,,ROGM13H+11700K套装,,,,,,,,,玩家国度ROG,,,,,,,,,,,,3年质保
283,华硕PROWSWRX80E-SAGESEWIFI,100019986690,5.17kg,中国大陆,,E-ATX（加大型）,,,3个,不是RGB,AMD其他,,支持PCIE4.0,,WiFi6,SATA接口，M.2接口(NVMe协议)，M.2接口（SATA总线）,工作站/服务器,无,其他,DDR4,8xddr4内存插槽,DDR43200；DDR43000；DDR42800；DDR42666；DDR42400；DDR42200；DDR42133,其他,0个,7个,0个,AMD其他,非集成显卡,其他,AMD平台,华硕ASUS,PROWSWRX80E-SAGESEWIFI,30.98cmx33.02cm,24+16,,其他,8个,,,0个,,,,,,,,,,,,,,,,,其他,,,,其他,3年质保
284,华硕TUFGAMINGB560M-PLUSWIFI,100010397513,1.38kg,中国大陆,,M-ATX（紧凑型）,,,2个,ARGB,INTELLGA1200,,支持PCIE4.0,B560,Wi-Fi6,SATA接口，M.2接口(NVMe协议)，M.2接口（SATA总线）,发烧/超频，家用/办公，优选系列,无,7.1声道,DDR4,4xddr4内存插槽,DDR42133；DDR42200；DDR42400；DDR42666；DDR42800；DDR43000；DDR43200；DDR43400；DDR43600；DDR43800；DDR44000及以上,128GB,0个,2个,1个,INTELLGA1200,非集成显卡,2500M,Intel平台,华硕ASUS,TUFGAMINGB560M-PLUSWIFI,24.4cmx24.4cm,24+8,英雄联盟，魔兽世界，Apex英雄,,6个,,电竞音效,0个,,,,,1个,8个,5x3.5mm接口,1个,,华硕TUF,,,,,1个,,ALC887/897,,,,,3年质保
285,微星H510MBOMBER,100020623406,0.74kg,中国大陆,,M-ATX（紧凑型）,,,1个,不是RGB,INTELLGA1200,,支持PCIE4.0,H510,不支持WiFi,SATA接口，M.2接口(NVMe协议)，M.2接口（SATA总线）,家用/办公，优选系列,无,7.1声道,DDR4,其它,DDR42133；DDR42200；DDR42400；DDR42666；DDR42800；DDR43000；DDR43200,64GB,0个,1个,1个,INTELLGA1200,非集成显卡,10M/100M/1000M,Intel平台,微星MSI,H510MBOMBER,236mmx202mm,24+8,英雄联盟，魔兽世界，吃鸡游戏，Apex英雄,,4个,,,,"支持第十代和十一代Intel?Core?处理器,Intel?Pentium?,Celeron?处理器",,,,1个,,,1个,无,微星GAMING,,,,其他,,,其他,,,,其他,3年质保
286,英特尔(Intel)酷睿I510400F/10400/11400F盒装电脑处理器影驰主板CPU套装影驰B460M幻影主板IntelI510400F套装,10023606822375,500.00g,,B460,M-ATX（紧凑型）,Inteli5,锐世界旗舰店,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3kg,180,,,
287,昂达H410SD4-ITX全固版,100009402493,0.58kg,中国大陆,,M-ATX（紧凑型）,,,1个,不是RGB,INTELLGA1200，INTEL其他,,不支持PCIE4.0,H410,不支持WiFi,M.2接口(NVMe协议),优选系列,无,5.1声道,DDR4,2xddr4内存插槽,DDR42133；DDR42200；DDR42400；DDR42666；DDR42800,64GB,0个,1个,1个,LGA1200（支持10代处理器,非集成显卡,10M/100M/1000M,Intel平台,昂达ONDA,H410SD4-ITX全固版,170x170(mm),24+4,英雄联盟，坦克世界，使命召唤11，战地5,,3个,其他,,,"支持英特尔LGA1200插槽,第10代英特尔酷睿处理器",1组,2组,,1个,4个,3x3.5mm接口,1个,1xPS/2键盘接口，1xPS/2鼠标接口,其他,,,,,,,RealtekALC662,,,,,3年质保
288,微星（MSI）Z490M\/B460M\/B560M系列游戏电脑主板支持10代intelCPUZ490GAMINGPLUS电竞板全国联保,69030077957,2.1kg,,,M-ATX（紧凑型）,,奥都数码专营店,1个,RGB,INTELLGA1200,,支持PCIE4.0,,Wi-Fi6,SATA接口，M.2接口(NVMe协议)，M.2接口（SATA总线）,发烧/超频，家用/办公，优选系列,无,7.1声道,DDR4,4xddr4内存插槽,DDR42200；DDR42400；DDR42666；DDR42800；DDR43000；DDR43200；DDR43400；DDR43600；DDR43800；DDR42133；DDR44000及以上,128GB,2个,2个,3个,INTELLGA1200,是集成显卡,其他,Intel平台,,Z490,,24+12,英雄联盟，吃鸡游戏，DOTA2，武装突袭3,,6个,,,2个,支持第十代英特尔?酷睿?处理器,,,,2个,,,1个,,微星GAMING,,,,,,,RealtekALC892,,,,,3年质保
289,铭瑄（MAXSUN）铭瑄MS-挑战者H410M,10029378606512,0.7kg,中国大陆,,M-ATX（紧凑型）,,铭瑄官方旗舰店,0个,不是RGB,INTEL其他,,不支持PCIE4.0,H410,不支持WiFi,M.2接口(NVMe协议),优选系列,无,5.1声道,DDR4,其它,DDR42133；DDR42400；DDR42666,32GB,0个,1个,1个,INTEL其他,非集成显卡,10M/100M/1000M,Intel平台,,铭瑄MS-挑战者H410M,,24+8,英雄联盟，魔兽世界，Apex英雄,,其他,其他,,0个,,1组,6组,,1个,6个,3x3.5mm接口,1个,1xPS/2键盘接口，1xPS/2鼠标接口,其他,铭瑄MS-挑战者H410M,0组,其他,其他,其他,0组,RealtekALC662,,,1组,其他,3年质保
290,华硕TUFGAMINGB560M-PLUSWIFI,100010397513,1.38kg,中国大陆,,M-ATX（紧凑型）,,,2个,ARGB,INTELLGA1200,,支持PCIE4.0,B560,Wi-Fi6,SATA接口，M.2接口(NVMe协议)，M.2接口（SATA总线）,发烧/超频，家用/办公，优选系列,无,7.1声道,DDR4,4xddr4内存插槽,DDR42133；DDR42200；DDR42400；DDR42666；DDR42800；DDR43000；DDR43200；DDR43400；DDR43600；DDR43800；DDR44000及以上,128GB,0个,2个,1个,INTELLGA1200,非集成显卡,2500M,Intel平台,华硕ASUS,TUFGAMINGB560M-PLUSWIFI,24.4cmx24.4cm,24+8,英雄联盟，魔兽世界，Apex英雄,,6个,,电竞音效,0个,,,,,1个,8个,5x3.5mm接口,1个,,华硕TUF,,,,,1个,,ALC887/897,,,,,3年质保
291,华硕（ASUS）H310R2.0系列台式机电脑主板PRIMEH310M-FR2.0,43838331638,1.1kg,,,M-ATX（紧凑型）,,华之硕电脑专营店,1个,不是RGB,INTEL1151（八代）,,不支持PCIE4.0,H310,不支持WiFi,SATA接口,家用/办公,无,7.1声道,DDR4,其它,,32GB,0个,1个,,,非集成显卡,10M/100M/1000M,Intel平台,华硕ASUS,H310,21.34厘米x17.78厘米,24+4,剑灵，吃鸡游戏，Apex英雄,,4个,,,,,,,,1个,,3x3.5mm接口,,1xPS/2键盘接口，1xPS/2鼠标接口,其他,,,,1x光纤接口,,,RealtekALC887,,,,,3年质保
292,华硕TUFGAMINGB560M-PLUSWIFI,100010397513,1.38kg,中国大陆,,M-ATX（紧凑型）,,,2个,ARGB,INTELLGA1200,,支持PCIE4.0,B560,Wi-Fi6,SATA接口，M.2接口(NVMe协议)，M.2接口（SATA总线）,发烧/超频，家用/办公，优选系列,无,7.1声道,DDR4,4xddr4内存插槽,DDR42133；DDR42200；DDR42400；DDR42666；DDR42800；DDR43000；DDR43200；DDR43400；DDR43600；DDR43800；DDR44000及以上,128GB,0个,2个,1个,INTELLGA1200,非集成显卡,2500M,Intel平台,华硕ASUS,TUFGAMINGB560M-PLUSWIFI,24.4cmx24.4cm,24+8,英雄联盟，魔兽世界，Apex英雄,,6个,,电竞音效,0个,,,,,1个,8个,5x3.5mm接口,1个,,华硕TUF,,,,,1个,,ALC887/897,,,,,3年质保
293,技嘉套装,100024648700,1.5kg,中国大陆,B550,M-ATX（紧凑型）,锐龙7,,,,,,,,,,,,,,,,,,,,AMDAM4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1kg,1,,,
294,映泰B550T-SILVER,100022017792,0.84kg,中国大陆,,MINI-ITX（迷你型）,,,1个,ARGB,AMDAM4,,支持PCIE4.0,,Wi-Fi6,SATA接口，M.2接口(NVMe协议)，M.2接口（SATA总线）,发烧/超频,无,ALC897,DDR4,2xDDR4,DDR42666；DDR43000；DDR43200；DDR43600,64GB,0个,1个,0个,AMDAM4,非集成显卡,10M/100M/1000M,AMD平台,映泰BIOSTAR,B550T-SILVER,17cm*17cm,24+8,梦三国，孤岛惊魂4，吃鸡游戏，GTA5,B550,6个,"SupportsAHCI&RAID0,1,10",智能HiFi音效,,支持SocketAM4系列处理器锐龙3-5代处理器,1组,2组,1,1个,6个,3x3.5mm接口,1个,1xPS/2键盘接口,,,,,,,,,,,,,3年质保
295,AMD线程撕裂者PRO+华硕/ASUSProWSWRX80E-SAGESEWIFI3995WX+主板,10032009383408,1.0kg,,,E-ATX（加大型）,,麦凡电脑配件专营店,3个,不是RGB,AMD其他,,支持PCIE4.0,,支持WiFi,SATA接口，M.2接口(NVMe协议),,无,其他,DDR4,8xddr4内存插槽,DDR43200,其他,0个,4个,0个,AMD其他,是集成显卡,其他,AMD平台,,ProWSWRX80E-SAGESEWIF,,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,3年质保
296,华硕TUFGAMINGX570-PRO(WI-FI),100009326359,1.635kg,中国大陆,,ATX（标准型）,,,2个,ARGB,AMDAM4,,支持PCIE4.0,,支持WiFi,SATA接口，M.2接口(NVMe协议)，M.2接口（SATA总线）,发烧/超频，家用/办公，优选系列,无,7.1声道,DDR4,4xddr4内存插槽,DDR42200；DDR42400；DDR42666；DDR42800；DDR43000；DDR43200；DDR43400；DDR43600；DDR43800；DDR44000及以上,128GB,0个,2个,2个,AMDAM4,非集成显卡,10M/100M/1000M,AMD平台,华硕ASUS,TUFGAMINGX570-PRO(WI-FI),30.5cmx24.4cm,24+12,,X570,8个,,,,,,,,,,5x3.5mm接口,1个,1xPS/2键鼠接口,,,,,1x光纤接口,1个,,其他,,,,其他,3年质保
297,技嘉X570AORUSXTREME,100003889731,4.455kg,中国,,E-ATX（加大型）,,,2个,RGB,AMDAM4,,支持PCIE4.0,,Wi-Fi6,M.2接口(NVMe协议),发烧/超频,无,其他,DDR4,其它,DDR42133；DDR42400；DDR42666；DDR43200；DDR43400；DDR43600；DDR43800；DDR44000及以上,其他,0个,2个,1个,AMDAM4,非集成显卡,其他,AMD平台,技嘉GIGABYTE,X570AORUSXTREME,,其他,,X570,,,,,,,,,,,,,,技嘉AORUS,,,,,,,,,,,,3年质保
298,映泰B550T-SILVER,100022017792,0.84kg,中国大陆,,MINI-ITX（迷你型）,,,1个,ARGB,AMDAM4,,支持PCIE4.0,,Wi-Fi6,SATA接口，M.2接口(NVMe协议)，M.2接口（SATA总线）,发烧/超频,无,ALC897,DDR4,2xDDR4,DDR42666；DDR43000；DDR43200；DDR43600,64GB,0个,1个,0个,AMDAM4,非集成显卡,10M/100M/1000M,AMD平台,映泰BIOSTAR,B550T-SILVER,17cm*17cm,24+8,梦三国，孤岛惊魂4，吃鸡游戏，GTA5,B550,6个,"SupportsAHCI&RAID0,1,10",智能HiFi音效,,支持SocketAM4系列处理器锐龙3-5代处理器,1组,2组,1,1个,6个,3x3.5mm接口,1个,1xPS/2键盘接口,,,,,,,,,,,,,3年质保
299,昂达A320S全固版,5464838,0.62kg,中国大陆,,M-ATX（紧凑型）,,,,,AMDAM4,,,其他,,M.2接口(NVMe协议),,无,5.1声道,DDR4,2xDDR4,DDR42133；DDR42200；DDR42400；DDR42666；DDR42800,32GB,0个,1个,1个,支持SocketAM4,非集成显卡,10M/100M/1000M,AMD平台,昂达A320S全固版,A320S全固版,220X190（mm),24+4,,A320,4个,RAID0，RAID1,,,完整支持AM4接口的Ryzen系列处理器和AMDSenseMI技术,1组,3组,,1个,6个,3x3.5mm接口,1个,1xPS/2键盘接口，1xPS/2鼠标接口,其他,,,,,,,RealtekALC662,,,,RealtekRTL8111e,3年质保
300,华硕TUFGAMINGB550M-PLUS(WI-FI),100013699280,1.36kg,中国大陆,,M-ATX（紧凑型）,,,2个,ARGB,AMDAM4,,支持PCIE4.0,,Wi-Fi6,SATA接口，M.2接口(NVMe协议)，M.2接口（SATA总线）,发烧/超频，家用/办公，优选系列,无,7.1声道,DDR4,4xddr4内存插槽,DDR42666；DDR42800；DDR43000；DDR43200；DDR43400；DDR43600；DDR43800；DDR44000及以上,128GB,0个,2个,1个,AMDAM4,非集成显卡,2500M,AMD平台,华硕ASUS,TUFGAMINGB550M-PLUS(WI-FI),24.4cmx24.4cm,24+8,,B550,4个,,,,,,,,1个,8个,5x3.5mm接口,1个,1xPS/2键鼠接口,华硕TUF,,,,,1个,,S1200A,,,,,3年质保
301,技嘉B450MDS3H,8259914,0.85kg,中国,,M-ATX（紧凑型）,,,1个,不是RGB,AMDAM4,,不支持PCIE4.0,,不支持,SATA接口，M.2接口(NVMe协议)，M.2接口（SATA总线）,优选系列,无,其他,DDR4,其它,DDR42133；DDR42400；DDR42666,64GB,0个,1个,1个,AMDAM4,非集成显卡,10M/100M/1000M,AMD平台,技嘉GIGABYTE,B450MDS3H,24.4cmx21.5cm,24+8,,B450,,RAID0、RAID1、RAID10,支持HighDefinitionAudio,,,,,,1个,,,1个,1xPS/2键鼠接口,技嘉UD耐久,,,,,,,,,,,,3年质保
302,AMDR5/R736005600X5800X散片搭微星B450B550CPU主板套装微星B450MMORTARMAXAMDRyzen53600散片,10022923230468,2.0kg,,B450,M-ATX（紧凑型）,锐龙5,微星电脑硬件旗舰店,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2kg,200,,,
303,微星（MSI）B450MMORTARMAX迫击炮电竞“吃鸡”主板支持2700X1500,55261121165,1.0kg,,,M-ATX（紧凑型）,,英强科技专营店,2个,RGB,,,不支持PCIE4.0,,不支持,M.2接口(NVMe协议),,无,7.1声道,DDR4,其它,,64GB,2个,,,,非集成显卡,10M/100M/1000M,AMD平台,,MORTARMAX,,,,B450,4个,,,,,,,,,,,1个,,,,,,,,,,,,,,3年质保
304,微星（MSI）Z390MMORTAR,10026626590705,1.5kg,中国大陆,B365,M-ATX（紧凑型）,Inteli5,卡姆利旗舰店,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20210207002,,,,,,,1.5kg,244,,,
305,梅捷SY-狂龙H510M,100010767085,0.87kg,中国大陆,,M-ATX（紧凑型）,,,1个,不是RGB,INTELLGA1200,,不支持PCIE4.0,H510,不支持,SATA接口，M.2接口(NVMe协议)，M.2接口（SATA总线）,家用/办公，优选系列,无,5.1声道,DDR4,其它,DDR42133；DDR42400；DDR42666；DDR42800；DDR43200；DDR43000；DDR42200,64GB,0个,1个,1个,INTELLGA1200,非集成显卡,10M/100M/1000M,Intel平台,梅捷SOYO,SY-狂龙H510M,22.5*19.0（cm）,24+8,,,,,,,,,,,1个,6个,3x3.5mm接口,1个,1xPS/2键盘接口，1xPS/2鼠标接口,,,,,,,,,,,1组,,3年质保
306,AMDR5/R736005600X5800X散片搭微星B450B550CPU主板套装微星B450MMORTARMAXAMDRyzen53600散片,10022923230468,2.0kg,,B450,M-ATX（紧凑型）,锐龙5,微星电脑硬件旗舰店,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2kg,200,,,
307,AMDR5/R736005600X5800X散片搭微星B450B550CPU主板套装微星B450MMORTARMAXAMDRyzen53600散片,10022923230468,2.0kg,,B450,M-ATX（紧凑型）,锐龙5,微星电脑硬件旗舰店,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2kg,200,,,
